tinggi,berat,deskripsi
150.56698244687786,85.98049094786812,Obese
183.65798534339066,73.54922686995062,Slim
152.25368089549772,83.62503295763156,Obese
180.46530204487476,69.7065615782323,Slim
152.99017172500808,87.11468182525952,Obese
160.584223805855,65.18400102559691,Normal
145.42213658845094,69.08727293042365,Fat
144.89825916645148,83.03390125559504,Obese
161.56594260419504,64.04943972251243,Normal
144.90973637260254,77.41130470576144,Obese
143.85598982208407,74.67917017122083,Fat
181.61645424321262,68.46091272687003,Slim
153.51036365865693,91.13515902575236,Obese
144.307214264687,73.44545315950889,Fat
181.36567731750037,65.98379692796006,Slim
185.06354569608303,70.7788009934047,Slim
149.6544867615582,87.73990893852488,Obese
184.124142545384,69.83555232168823,Slim
150.15881723599006,87.39583780527471,Obese
148.08303863267224,86.74556977576499,Obese
156.06814572335804,56.27947646208529,Normal
182.74101702247333,64.72430395368775,Slim
149.7891605649347,83.91269798827612,Obese
179.42209925735892,70.92926588852355,Slim
150.723772671399,67.49482778818569,Fat
151.87267373035525,88.04217453686896,Obese
148.60536085234736,85.89602337981226,Obese
185.77405417468503,69.59911793185951,Slim
157.88507932462437,57.08743855610834,Normal
153.4345808831165,84.89474605361806,Obese
179.11447976161077,65.90381908348519,Slim
149.73148153181165,92.29022978725476,Obese
142.29204130920735,72.7643363824632,Fat
154.785023002293,55.0223537818065,Normal
151.85296800237276,56.209788749322726,Normal
148.68991341599508,72.31259930041149,Fat
142.60484385189972,80.19693005685899,Obese
150.51606478386233,88.43005166911436,Obese
144.08036293644668,77.81853626347981,Fat
152.4831900065904,87.42721481116455,Obese
152.837939494106,78.68267800287589,Obese
183.31478385531338,61.20170854091082,Slim
147.97310256880982,89.6995065760435,Obese
188.6546187332218,71.3719539581497,Slim
148.0804135031702,87.3528056829237,Obese
180.45897076266866,65.79353206373088,Slim
183.40237380135673,68.43795108468497,Slim
179.89959596701192,70.7570058964571,Slim
144.9561424346612,74.3853069651659,Fat
148.24509814087156,77.5069500419303,Fat
181.80235489859547,69.48057515329579,Slim
182.5174640075249,73.7276998800777,Slim
147.49919725462283,83.05716059005613,Obese
182.82109411481852,69.8397211553597,Slim
154.89102222051812,63.082600911691046,Normal
152.20012164832073,84.74137925642982,Obese
144.7208514516105,75.11858075829406,Fat
155.56092906584962,59.465191001092535,Normal
188.93101677286427,73.24693313189213,Slim
182.7555334588429,72.4257034133303,Slim
146.3372329831807,69.67302717653615,Fat
176.36644769094542,73.30567137109288,Slim
185.57290394344642,76.6653827213912,Slim
148.91228838418138,75.28680017711918,Fat
182.35306495008336,68.45504267871101,Slim
143.32938311341695,73.39180544968632,Fat
161.04160675147628,62.15282796772333,Normal
153.54299403608192,55.8241864265584,Normal
158.07099221364743,50.33085109253875,Normal
177.05577210288686,68.52516356681001,Slim
181.5174120720457,69.48058228351289,Slim
153.1179899013005,78.92091848141459,Obese
144.2282981682779,84.07714814923938,Obese
146.53096276846878,79.31868253226891,Obese
146.1438806621407,90.84977199640139,Obese
186.96514212965045,65.8214849468264,Slim
186.89514416168254,72.06489505824727,Slim
152.8701219951736,57.7448165085401,Normal
178.19942302849813,63.79411064336726,Slim
182.49365531194417,67.78227340414067,Slim
151.66250707383819,54.346762295353685,Normal
156.60695001095604,58.46835611218307,Normal
147.76116741503068,82.92372139740255,Obese
177.9209189491103,73.34364925677451,Slim
153.7459319452713,74.00979341028726,Fat
144.6741236189008,67.72620038497239,Fat
152.51938642287922,61.93137037826027,Normal
150.37435583583712,90.11253403741523,Obese
158.49495494517745,58.92234720590557,Normal
177.44653588372907,66.18019606213376,Slim
178.99936063604827,64.88858531552535,Slim
154.81066828544027,57.2595948524264,Normal
154.64724592753572,57.52682792982847,Normal
162.58552799682997,57.80730917395854,Normal
159.6766818622823,54.1982794584613,Normal
145.76199819338814,70.07522450784134,Fat
153.64328453185414,56.94978281304189,Normal
175.27331406465595,63.628305829319316,Slim
145.6938238927277,73.96245603483429,Fat
163.34351603058184,53.7308781377905,Normal
146.6764752183481,76.28119276310683,Fat
160.37383088930437,60.369843054160015,Normal
140.6518507238141,86.81775167877586,Obese
187.41734572655858,71.15150023336176,Slim
146.72206183713973,73.10566188488191,Fat
141.72370480952665,74.1925539588171,Fat
148.2526842408544,59.227763929882286,Normal
182.36633362350545,68.41952452761613,Slim
147.69224053182475,72.05618215809831,Fat
151.62146386101472,84.60058224752075,Obese
148.09093205588735,90.42690119417357,Obese
184.4265784482073,71.69434991010088,Slim
155.18192137196363,55.49107739777513,Normal
178.31844285749253,71.79069578590895,Slim
178.06266692838494,72.14245931168846,Slim
181.98878620957024,70.7855250946032,Slim
148.44212107211933,66.07686502791276,Fat
153.01541538486333,80.71843624318258,Obese
154.75068457373536,89.3707983378714,Obese
164.2870987879441,52.615953073963304,Normal
157.35530824455316,77.20309147917534,Fat
161.0317161178503,61.592861190281766,Normal
149.26058966976623,85.13486847548278,Obese
152.48825132845099,70.15231050306396,Fat
183.2231056879882,71.99894819944491,Slim
149.6198813760722,90.12482767916217,Obese
181.22193888058206,68.51911677364886,Slim
178.27385842407108,68.72211174549831,Slim
181.3162925109324,74.10965395956549,Slim
149.8892056980041,82.05191624650871,Obese
183.42965449249922,76.68654233947558,Slim
146.68662980701637,72.95541391094442,Fat
146.36768700574493,75.36003975137734,Fat
150.5346045713998,69.97068290124463,Fat
151.164449108006,58.203756873209954,Normal
145.38895265909275,81.30191352540687,Obese
153.80307769182377,58.729129595295866,Normal
144.5594103947335,71.70787944089297,Fat
153.98661862784158,55.47031730310381,Normal
181.86882060773002,70.1436591094848,Slim
155.17976827607225,60.72041008054834,Normal
186.1890937569635,71.16868417490025,Slim
151.90476437087875,73.97105440061426,Fat
147.39262410192947,89.01597619432825,Obese
153.09818228884615,86.70763222803208,Obese
148.03088335938588,84.19356557022248,Obese
182.4026385915508,73.97566231897883,Slim
141.36909088437645,68.10552912747148,Fat
146.87181865304453,73.31254391389045,Fat
153.1252231482077,68.85303420968508,Fat
184.41291365917263,70.71480143415249,Slim
182.96258951135783,67.68147344341867,Slim
148.08921281240615,71.43125559434023,Fat
159.9316480692696,61.3318962862185,Normal
180.89527748350935,72.75616514566624,Slim
191.23248709278073,76.8585599651571,Slim
148.65070662768267,72.85395686495883,Fat
156.56207584050807,60.057318030113464,Normal
157.22751285290528,63.26785175028361,Normal
157.92110633527636,60.809700254080056,Normal
178.5530477633853,72.50906225436404,Slim
156.60001913335878,57.973513736226394,Normal
189.8611154316216,64.83143586842006,Slim
144.96756404658672,86.61528894950493,Obese
146.27670648749964,82.84221180112284,Obese
146.68649736360382,71.78504741905,Fat
180.54676730736477,59.97771071313559,Slim
156.18540854024462,88.57994083592868,Obese
161.72954976730364,59.12159946678436,Normal
187.56570976622865,75.6867267126079,Slim
152.21367866729784,82.20471855561117,Obese
179.03710618333233,72.87017173090295,Slim
180.50572053621624,66.72330690707503,Slim
157.85164936754458,56.84059352209707,Normal
150.4097980179137,76.72816986355221,Fat
159.3235771243185,56.44538245363908,Normal
172.443740615516,69.421020438491,Slim
155.66341842179094,57.652611229624924,Normal
156.97585595009164,56.98779024826912,Normal
147.6201398732466,72.94218316619187,Fat
187.85277777092256,76.08222200196002,Slim
179.2114586463165,79.47809238796938,Slim
178.84735914717328,73.96626065631568,Slim
160.51212977280247,51.58746964123967,Normal
161.10259630239082,54.97526652804804,Normal
184.0156475458504,69.87060348727718,Slim
145.51920007104098,86.54059561583793,Obese
150.1745367973915,85.88436877594798,Obese
152.49904992477312,58.04744008779135,Normal
149.8917435023709,56.65762675617317,Normal
147.01368792373881,79.53235375811121,Obese
149.08618831329596,70.7404071538266,Fat
160.25790630981734,60.11353602752589,Normal
153.33486595536908,86.02441888170269,Obese
150.24990272419703,84.31078184312909,Obese
176.71753272877015,71.68893603872448,Slim
153.83436206412753,56.76659792531337,Normal
161.4404999411504,55.1831383842912,Normal
150.04757052893146,50.6521466098164,Normal
186.0032636458606,71.36243851732375,Slim
181.40989847860234,70.58637993093328,Slim
149.63000353528992,70.44670903309502,Fat
164.13064169949365,52.56842565369218,Normal
147.99472378814585,83.88680349707492,Obese
145.45908394044102,76.37731942904931,Fat
156.33348984340248,55.33325954801191,Normal
190.9812985287856,65.80237568338225,Slim
145.44312095299844,74.89385192634595,Fat
144.86208422750235,76.9977064359802,Fat
161.12975234987033,57.91510586705311,Normal
143.921167875955,74.4614500552148,Fat
184.23383247906847,70.22805757260751,Slim
147.57715494510376,70.78879832496463,Fat
145.1935291792173,89.40773072790175,Obese
151.50991536656724,86.3248556727134,Obese
154.22796477823962,53.25984676207507,Normal
187.9030345956721,68.6181459104186,Slim
182.84495402415436,75.17073185452529,Slim
177.98932508128522,67.5458125708996,Slim
150.49306422715492,81.45027122114433,Fat
158.63661303113506,52.25699075325055,Normal
145.45994860075348,76.57205913072666,Fat
179.7980472974387,69.36451433809862,Slim
151.6120565191025,88.99747676207558,Obese
150.97345515505094,79.136018473941,Obese
178.9203539580866,69.31443515664807,Slim
152.9846886454272,89.4031308424502,Obese
155.5502031230769,57.68182934943881,Normal
181.00972952023864,73.20466799332961,Slim
154.36699844695062,54.70084183790213,Normal
145.0466889986532,85.86580746472325,Obese
166.49490539087077,57.33068822306612,Normal
150.44752220292284,72.25933074589153,Fat
151.7016915368464,65.37661581113323,Fat
155.0116985620778,73.62122360726107,Fat
147.74981800052035,91.1736251269295,Obese
150.2336046726184,67.57207694707861,Fat
156.00342988069224,52.4148234896154,Normal
183.59026937565983,73.84184243586849,Slim
148.45247144845706,76.48790057438859,Fat
180.15520818029015,76.57751389445164,Slim
149.497882416236,67.25191825281776,Fat
146.74657088580022,87.18294284013948,Obese
156.77247999616068,84.0649574495365,Obese
179.66667448099903,68.82787838875213,Slim
158.88664780126908,51.213634083905326,Normal
160.70644434607513,60.079363956757135,Normal
154.63096735737028,57.73461324670035,Normal
145.84474195597508,77.46806825041718,Obese
145.9959391130182,86.62975078004095,Obese
144.70537446488157,89.40385780954935,Obese
144.40533627845676,71.88148530059426,Fat
143.5784600317925,72.89474250046463,Fat
181.60579961177783,73.23790588941561,Slim
153.00644711346135,72.7708262455676,Fat
182.14808345663621,79.7367387375871,Slim
150.21210273815785,89.25167785655213,Obese
183.93203855847952,73.98250906159282,Slim
148.9902752125687,79.21282230423157,Obese
158.4422047501804,56.68380872097533,Normal
147.91822430587754,72.2757471636736,Fat
146.34994452210316,75.35970689878063,Fat
164.6845458286896,58.652452072166696,Normal
184.17047857792707,73.9891295276704,Slim
155.8220955364304,61.78214988186815,Normal
174.03354609853335,78.48826562072689,Slim
179.34205990050043,73.59557900823391,Slim
186.9535496329904,70.76918606905063,Slim
159.0508216945739,54.945339219272206,Normal
147.88611672859446,79.4032055224719,Obese
148.15533149837768,69.04297075287141,Fat
157.71875809839986,61.404384898053735,Normal
184.2078703687845,76.05590701182949,Slim
181.99184967152416,72.43833632369463,Slim
149.36731958967613,84.54445532024445,Obese
155.49870530090485,58.34403944516217,Normal
147.99879702760597,71.59970180591934,Fat
182.50669239759574,72.02259052503607,Slim
147.30962923235123,66.30705307882596,Fat
150.34385855064085,71.69803997282068,Fat
184.74519359927112,69.08584703431933,Slim
143.9833901074275,86.37749038610869,Obese
154.4369471990317,58.03278434910266,Normal
156.29406569686267,61.44539510624793,Normal
180.08548254244073,67.93101182969602,Slim
187.996475481142,76.48824093310142,Slim
157.3609626174262,64.9302300680691,Normal
183.3296319321988,75.80519871495832,Slim
152.20185795230827,86.7418753089888,Obese
166.81296249839698,55.099441540998185,Normal
147.3516937816694,75.49557294431808,Fat
154.95528912116586,53.42005416329846,Normal
180.976043078964,71.95076126578657,Slim
185.2188994662044,73.12057621702192,Slim
184.2024550091946,73.83008350263651,Slim
185.2670671173425,72.15947359957237,Slim
143.04613731600574,83.60064075635273,Obese
185.74580251201075,71.74710196407355,Slim
177.07113425671935,74.81456294750403,Slim
152.7959765057688,78.633866053438,Obese
158.28334249156163,58.09335909276216,Normal
182.97893396200118,66.59219171016657,Slim
155.33269748162186,84.6316380938442,Obese
187.6668159610374,64.05339062017401,Slim
158.20880054021313,58.15702956991587,Normal
150.32250098673498,80.1465668698791,Obese
176.45622222707397,69.34058823957918,Slim
151.39408004723043,55.86100081449523,Normal
147.89133747885964,58.87889196206029,Normal
180.204127935729,69.20982955461973,Slim
185.13332534872802,67.19081442574212,Slim
151.92234475805944,83.25315984083899,Obese
149.24037629493665,65.17985250549911,Fat
156.72716343846713,90.91845290922761,Obese
147.5349129782401,88.9029253134147,Obese
144.86120890642272,86.11529972351484,Obese
151.0683795792294,89.0827398030967,Obese
148.73336042689334,70.45138998664797,Fat
159.90627759745288,58.171806299714305,Normal
183.5104771939069,71.38668694560407,Slim
158.19213199843352,58.222903343574814,Normal
177.9420481671306,80.56044052714518,Slim
154.20811336987285,86.98409066942358,Obese
150.94443860069404,68.56057595957621,Fat
146.72592779937995,71.7942158110237,Fat
154.82177774704166,59.271912802589796,Normal
184.03519013905466,68.54509883623199,Slim
159.0035996597766,66.80303575190804,Normal
142.6029247762831,72.61655357199858,Fat
149.84490818935478,68.98547070715362,Fat
166.27311522113823,58.327762542660125,Normal
146.90554586432916,74.81386686348766,Fat
147.05166856203783,74.97984901792643,Fat
154.12935075493326,56.909474837704565,Normal
145.44452632969913,84.29322083426655,Obese
149.00650749231087,65.82600952378215,Fat
183.90119977402003,71.3791557233406,Slim
157.61976968425247,61.9579528030868,Normal
155.18292833182264,85.96305524920173,Obese
149.30074094112862,73.90411790005334,Fat
174.86376900968222,70.52416223457239,Slim
192.1642042562912,71.18648653834002,Slim
157.72400609613297,49.250144527251834,Normal
148.2988170177962,70.45106121711194,Fat
159.83809477897665,60.161237187281635,Normal
147.39981888195976,74.59853127050638,Fat
146.78155806758386,76.33773873234367,Fat
146.48877632939303,70.26005210874908,Fat
138.45535735603772,73.8852686446283,Fat
152.92196823002453,58.23237532203257,Normal
180.2827669888195,73.30788916785019,Slim
182.89182000366625,73.17234858055554,Slim
149.86369565800496,78.05721140686701,Fat
156.22814461331052,59.251338057885846,Normal
150.7135813272031,80.71811588391031,Obese
180.206006572445,70.52655004733516,Slim
185.96772733643547,73.24949707225126,Slim
181.37044083581725,65.9242267020665,Slim
142.2002394967659,88.35733090841346,Obese
159.2016853542294,60.61923317550207,Normal
159.98608246213718,59.37713074759981,Normal
155.68039702203887,62.981369582536,Normal
150.53459490412854,72.94477408502054,Fat
145.42186817379775,90.15015685433752,Obese
178.9079540173563,70.91081718141449,Slim
147.10422460608902,71.77022714349584,Fat
159.71214499477986,56.59923196133305,Normal
159.00342434871823,53.352819598624734,Normal
152.04335405371805,58.90651894237456,Normal
187.06701768672414,74.6631105542328,Slim
184.3522712431873,68.06284386785366,Slim
166.73860627326926,54.299845286770086,Normal
158.88271972387506,56.04114628351634,Normal
187.45642623258675,68.5599765850784,Slim
181.47559903092335,71.83160221879443,Slim
144.26090477462756,74.757135472298,Fat
185.16725312882636,73.66563931143207,Slim
152.3154799909439,68.85225568939534,Fat
143.6727282473697,72.91468265562608,Fat
150.48909222416287,80.04008015697488,Obese
147.4779688873748,68.71273628860159,Fat
156.1224196886543,56.16960014924745,Normal
147.47687367959736,86.70160124700638,Obese
143.74340093601077,67.88716665575281,Fat
183.0143163007357,66.83051003367406,Slim
149.31887358817949,83.32596741571693,Obese
154.97300353758612,61.37753504426539,Normal
186.50122698903212,69.91656908076861,Slim
144.76215281066354,72.60547324021682,Fat
160.80938989227346,60.29916520792168,Normal
188.6654763774326,63.37753182230577,Slim
159.4657331871793,56.809884063595455,Normal
182.48444967213706,74.69802396446697,Slim
143.2615199530967,83.38519161498323,Obese
164.6459071099315,59.35925498178074,Normal
179.92259660653207,68.38849737009242,Slim
142.85619664022013,83.57730724661027,Obese
154.74487296714835,91.38082877742991,Obese
188.82345487486663,73.10472953367977,Slim
152.60849204575237,68.63705507844583,Fat
165.64958135194402,52.72969413321711,Normal
182.00793165646002,72.9101812914836,Slim
183.99832788338261,67.3565205001531,Slim
179.25386998096772,74.07582636561021,Slim
145.301347048846,83.95787180172118,Obese
185.4210587464175,79.75004461687996,Slim
144.91931148688047,89.22248490982318,Obese
152.31156298168898,70.2236630980146,Fat
151.38695141163956,83.28737041692595,Obese
148.4279279028415,84.89845020101724,Obese
184.97429705976225,74.79995075040921,Slim
163.67898083542616,51.44568898482155,Normal
152.2758457098154,89.30849209798828,Obese
184.47316094994903,73.0082693901503,Slim
151.73871056690274,83.91352197345213,Obese
152.21508298157573,81.92855950301542,Obese
184.8007844470099,66.53867667042664,Slim
141.89412971939043,72.2068897059216,Fat
180.93477616522867,76.57251850698805,Slim
185.9860189922487,70.46963448489711,Slim
147.55813658541,87.70433692388984,Obese
149.99897822233598,72.9929684802105,Fat
151.24703993031292,85.75356534263761,Obese
143.9917216622285,72.76560802932022,Fat
179.65950169761265,72.46539319233834,Slim
156.1487805841714,56.820717381732784,Normal
180.6545295379786,64.42803268339898,Slim
160.98293736902227,64.56447927367134,Normal
180.70671964543345,60.59814203097291,Slim
144.51902185212683,72.66179104897306,Fat
143.81768699752843,65.83427599396927,Fat
147.15295499924454,72.01403740925566,Fat
182.4414889814547,71.48764419351002,Slim
181.11556373529308,75.27812243604988,Slim
154.8389029729945,56.19014308791364,Normal
153.67061716573144,52.779341675769636,Normal
147.93851236666134,86.95532007706856,Obese
159.7087873135307,52.431615733157564,Normal
145.24556161164455,70.86533341335706,Fat
182.30445514424656,70.87516079187796,Slim
156.16147551306108,82.14239870490437,Obese
188.4616663341027,64.2743737741837,Slim
156.1797831449776,62.28518385755886,Normal
146.12950635720162,70.72077825681939,Fat
173.91303071936267,66.1570895982312,Slim
183.3766469736515,74.70802938382634,Slim
182.52414905627387,76.10843523981158,Slim
143.7791330088747,70.43012389185095,Fat
161.05790773096015,60.66498557848452,Normal
151.33984134648261,76.15787987724657,Fat
140.5625585294567,70.9881653846833,Fat
177.59496036738022,76.89504906472217,Slim
159.59939325566577,65.20639238674342,Normal
147.73534042425206,70.01933349749832,Fat
177.9954095025413,67.78744403222498,Slim
184.82755123574418,68.5661948983411,Slim
154.6618288916447,49.70112854891174,Normal
184.2864506923924,66.53341402094973,Slim
184.47142131908603,67.64057710846582,Slim
179.57624740168524,69.88148017247853,Slim
150.92330508542457,73.6409722808476,Fat
158.66418870379908,54.78380271756923,Normal
150.91836468046154,82.35147604738751,Obese
179.70322700143558,74.46762769294072,Slim
145.30815818301005,69.83452428659737,Fat
155.14852120023858,55.94923410972857,Normal
160.1586838944611,55.1327946617359,Normal
157.5066094947784,54.99350173463428,Normal
146.78151725106025,76.13338265362339,Fat
150.5823866528514,68.51249970484095,Fat
187.55618861015796,69.87618765629989,Slim
152.27667142966683,73.25873537882472,Fat
152.0341424697866,83.32371569018181,Obese
159.84052476168776,58.12989519986504,Normal
140.63787766633922,75.48944887722824,Fat
182.50862638981926,68.667884938128,Slim
156.59561997601102,51.104045279276605,Normal
151.53169634381123,84.87989450696712,Obese
152.45757652615725,52.44622479594955,Normal
178.2225864194331,74.25659159603208,Slim
151.85138539022122,55.11157001217433,Normal
182.384148600624,73.16860858391998,Slim
148.0737983634951,84.91724537356126,Obese
180.6451100709214,69.53374329035285,Slim
156.38981532742451,58.176066165371545,Normal
156.50876991539502,66.56522590512711,Normal
156.70879386839385,63.290239863565276,Normal
158.12602999637625,51.231219881696894,Normal
149.27826658187547,73.70383467076643,Fat
149.20336955635807,89.47397058746071,Obese
158.6412930092531,54.970498500752356,Normal
177.40942087196572,77.66137328820707,Slim
147.11000249117114,87.16881797834095,Obese
153.69154222173438,85.2353971477416,Obese
186.61920064395255,67.49989319895663,Slim
143.7443828417094,72.42888554127447,Fat
151.05188210862326,67.03056261489682,Fat
150.62933841671975,86.22019401867998,Obese
184.1605208801015,71.97554544787721,Slim
149.7311454024558,85.11663979242697,Obese
152.77511995422583,74.3891191541993,Fat
145.8592267986684,65.58746960021121,Fat
152.97304669511166,86.678731269686,Obese
150.48391985199243,81.70823473682795,Obese
142.8341531067352,70.30876664143695,Fat
149.98380077995068,75.9255704630086,Fat
158.30025842526112,62.57172066192424,Normal
158.3175785914995,58.85766560722077,Normal
148.70506820032224,86.17475514217362,Obese
156.20540058534377,60.46281848564267,Normal
145.16007341403233,79.50691382719748,Fat
147.95841981389108,69.97106235096328,Fat
143.77019558234116,70.64468770326786,Fat
147.04058304717506,71.51234313699405,Fat
147.4589606310443,88.75680148182174,Obese
147.4284353340448,75.18267043642416,Fat
146.4932609791366,79.05764334007208,Fat
146.69685724309082,80.95975267059697,Obese
145.24351716371095,86.64132412039685,Obese
149.2669407394518,72.948605532721,Fat
142.61952176452712,69.91418097393525,Fat
150.89198269282238,71.58528663982463,Fat
142.3900362057069,67.37721779127338,Fat
182.55525934335003,66.80712202252046,Slim
180.5043094267591,69.5697333757385,Slim
156.5895588737349,51.78012775733756,Normal
149.838775467956,65.97299394172438,Fat
150.52270298326783,86.00448205456765,Obese
185.4980572599883,79.42821922024201,Slim
184.29947487807388,74.05062596532109,Slim
147.63228364175853,75.91048498760811,Fat
150.2718859184296,66.74309325347504,Fat
153.6428236400992,60.98428450041166,Normal
149.73599641215284,80.35193056208772,Obese
152.81927819544126,73.69700253018715,Fat
160.26984789561982,57.010168543271476,Normal
177.79721740312368,72.95520779797782,Slim
152.21712945049924,61.89194986007463,Normal
158.48637129860757,56.77945902878335,Normal
146.39295638690558,84.54350013705456,Obese
156.04222865706788,55.928022190407006,Normal
150.78449175517278,79.3079130138559,Obese
152.0670676169193,62.72247332985128,Normal
152.26436121705746,52.13595662606422,Normal
147.4795869136433,75.93664322224507,Fat
180.18266448794606,74.85377287135293,Slim
149.79021029302638,82.4040312576546,Obese
151.69901546856582,75.1598188978258,Fat
155.44493817654782,51.820409622945945,Normal
153.21500246188833,79.58870899574836,Fat
159.01614944159914,56.35831466127378,Normal
152.46454405797363,56.6192515668516,Normal
151.06399210741242,72.79551857279924,Fat
186.90343815560433,74.68550582086152,Slim
181.82778794942385,67.91096489585533,Slim
186.68518141052954,71.1535739498509,Slim
157.07668271124547,57.79730599827371,Normal
148.28000515740803,83.91002022373655,Obese
150.92479033120975,84.48232541298856,Obese
181.13212831693716,59.85609030562901,Slim
156.47492344919127,56.787211544424004,Normal
146.2841326091905,82.53769307092647,Obese
182.00891764390056,67.09133971910626,Slim
145.0748362476171,69.21012674261735,Fat
148.92123818182966,69.24795934771686,Fat
189.83399591561943,77.08892333016543,Slim
182.08032633734462,67.75485612176969,Slim
178.00874102154026,74.33332875935625,Slim
185.49652941829982,74.03431389032353,Slim
144.14390915740773,73.49882770290506,Fat
157.2006500918175,63.85701737660662,Normal
181.46132034349563,67.06166986524974,Slim
147.45907052238172,80.92548694487982,Fat
148.65653279348766,80.43144952647488,Obese
152.9635877501744,73.5462683244582,Fat
148.02906858931462,71.64337308760916,Fat
175.94825723250443,68.4003216051795,Slim
155.43847920724608,83.85246797443176,Obese
154.50762164671914,53.50354670182636,Normal
160.8226773934147,59.16445203750878,Normal
152.8592691913732,62.48414617701978,Normal
158.3949117150703,55.7927176196247,Normal
144.34651809330748,72.42689838240732,Fat
153.50011077683592,84.14937614405963,Obese
158.87698286458573,56.29940369185133,Normal
154.28136652478145,88.8865568683545,Obese
146.06599202022161,85.3360765501069,Obese
185.1137089525252,75.75267931369577,Slim
148.3835411176815,90.85363272307049,Obese
178.01750158030364,69.07958220480928,Slim
179.44226874254178,69.8386667259803,Slim
148.2949738198941,76.99884332296797,Obese
150.2804647779469,75.55148319182311,Fat
148.7274041571818,70.85201803236356,Fat
158.40727702359757,82.10440318321962,Obese
187.06224046377082,62.55269837818263,Slim
148.17158599501323,84.77686834923915,Obese
148.3525776991546,72.90960899192834,Fat
183.68079071029436,75.55577279609886,Slim
154.14474592352997,74.4515873101981,Fat
151.1689578989856,65.47605609825442,Fat
150.48327035281204,71.55499061746168,Fat
165.82091545609072,49.63950666906232,Normal
153.02445234700872,85.80327607615443,Obese
146.22178589809496,73.70889322917279,Fat
160.62361771101422,54.70466382920815,Normal
146.14770580747037,69.60484612084127,Fat
155.14515909735977,80.26872100581397,Obese
146.34692063365378,86.75183130355795,Obese
151.97414486114585,90.8267136661753,Obese
149.50063995892478,85.13614761555324,Obese
157.96327349510898,56.12863717183116,Normal
158.35430049504305,87.24995419569512,Obese
143.30709250147544,71.18039983748406,Fat
150.48738746817267,80.97676873184173,Obese
156.50582577436026,60.88012580289815,Normal
160.4949896250811,55.36782299785145,Normal
155.2632061639283,56.01402350863964,Normal
158.42496655227856,55.196927351151665,Normal
149.99134917120216,76.91557653718871,Fat
151.31825902629902,81.22875356633445,Obese
140.42088450468668,77.60447606320598,Fat
147.67394499104194,91.76674735406172,Obese
157.00248565099045,64.83579302023583,Normal
157.1144599085016,56.74931617967678,Normal
150.38099884889695,70.72413094405393,Fat
147.62362378647825,71.47366878736854,Fat
146.28043634440635,78.294953689657,Fat
157.62471760766806,56.001071695896215,Normal
146.76659247496283,68.92114484738002,Fat
187.59435595854916,74.60814934493487,Slim
160.44632109608796,59.931635116742164,Normal
145.35189057343334,85.18364438304803,Obese
